content,score
"Game mobile legends sangat seru,meskipun update gede gak jadi masalah untuk saya.",5
ntap ok,5
Lu kalo ngasih tim yang jelas ngentd,1
Sip bguss bngett,5
Game yang enak,4
Bagus banget,5
good,5
Sangat bagus,5
Montoon asu ngeibolo noob nek musuh apek isoh gae game ra,5
Game ini seru,5
asiik,4
tolong ya kepada bapak muntun trhmt bisa ga ksih kalau kasih tim itu jngan yang paok2 kali saya ini solo player jdi saya mau push rank biar rank dn wr saya naik bisa ga ksih tim itu yang bner2 srius main bukan yang ngetrol...tolong bagi player2 seperti itu di ksih hukuman yang berat,3
Semangat bintang 5,5
Gem gak seru kasi musuh keras keras,1
"Cumn ini saja game yg sering kena darksestem,,, benahi dulu gblok,,,, moonton babi",1
Seru banget,5
Kerren,5
Ban permanen player toxic & rasis!,5
Game yg seru,5
Game gampang nge lag banyak bug banyak cheater,1
Kenapa banyak orang bikin akun baru padahal dah legend tapi masih aja bikin rusuh di rank master capek aku main game ini hari hari lawan nya hampir ngak bisa di lawan giliran kalah di hina hina,1
Tolong perbaiki dark system nya,4
Mantap,5
"game yang sangat ramah dan sangat rekomedasi untuk bermain dengan saidara maupun orang tua, aga sedikit ketidak seimbangan pada saat matching, jaringan juga kadang down parah padahal sinyal router juga begitu sangat enak. terkadang juga game ini sangat aneh dikarenakan sistem nya begitu yang sudah saya jelaskan di atas tersebut. tetapi saya sangat menyayangkan hal tersebut tidak ditindak lanjuti:( , ditambah lagi dengan adanya lingkungan toxic di dalam match tersebut dapat merusak kenyamanan sy.",3
Mantap,5
Lu kalo kasih tim yang bener tolol kasih tim ayam semua bego lu,1
Lumayan buat isi waktu kosong,5
Sangatt menghibur dan seruu,5
Terlalu lama up date,1
GAME BURIK KEBANYAKAN KALAH DIBANDING MENANG NYESEL GUA TOP UP SETIAP ADA EVENT SETIAP MAEN RANK SELALU LOSE STREAK BANYAKIN AJA TUH SKIN PLAYER SENDIRI KAGA DIPERHATIIN,1
Good,5
MLBB GASKEUN,5
Owh,3
Good,5
Bagus sekali .. Semoga kedepannya bisa lebih kecil lagi ukuran nya. MANTAP,5
Mantapp,5
Game paling the best,5
Ok,5
Kenapa dark sistem selalu dirank myth knp gak dilegend epic aja! Kurang mantap nih win lose win kurang baik sistemnya,3
Game nya bagus,5
Game nya bagus banget geys buruan download,5
gk pernah bosan,4
Sangat Bagus,5
nnbno,3
Kena drak sistem mulu bab*,1
Tolong bisa bantu masalah perteman ku 83 orang kenapa kalau mau tambah teman lagi gak bisa??,2
Sering detemukan dengan publik yang bot,1
🅑🅐🅖🅤🅢,5
Ok,5
Banyak player gk jelas,1
"Dark system lu terlalu kejam MONTOON plis lah,gua minta pisahin mana bot mana player MONTOON:),GUA CAPE MONTOON,gua sebagai player solo merasa sedih sumpah;) Coba kasih keringanan untuk 4 player yang kaya bot gtu",1
Makasih ya,5
berikan aku tim yang hebat moonton plis🥲,1
"GAME ANJENGG,,BOSEN MAIN GAME INII ASUUUU,,JAAANNNCOOOKKKKK",1
Walaupun suka lag klo abs update tp tetep game kesukaan,5
Tolong lah mooonton jangan gonta ganti meta mulu gw capek lose strek juga sesaikan lawan kasi aku lawan yg keras tapi temen yg waras gw gak butuh skin gw butuh win gw cape nge stuck di mhytic romawi,1
Game gajelas dpt drack sistem bikin kesel minimal ngasih tin yg seimbang,1
Aku suka memainkan game mobile legend bang bang ini karena game ini seru banget 🥰😘😱,2
masalah mobile legend yg tak pernah selesai adalah.. 1. sering lag 2. sinyal yang tak pernah stabil..sehingga pake operator apapun sinyalnya naik turun 3. pemain 1 tim banyak yg noob 4. pemain 1 tim sering afk. 5.sangsi afk terlalu kecil 6. yang semula sinyal hijau namun ketika war sinyal tiba2 kuning dan merah 7.hape jadi boros batterai/panas 8. akhirnya pindah game.. haha,5
Good,5
"Monton, tampilan awal game bisa lah di edit logonya monton di kasih variasi gimana gitu biar ga bosan",5
Kasih aku tim yang bagus dong.aku dari tadi kalah terus,5
Bagus,5
Monton bikin emosiii ketemu team pada bg00 semuaa rank lejend maen ke wariorr dari lejen 3 bintang 4 turun sampe lejend 5 bintang 0 lolll monton ajg drack pick Mulu,1
Bosan,1
Oke,1
Mantap,5
aku tidak suka sama mobil ejen itu,1
Ok,5
WOI MONTON GAME LO ISINYA BOCAH BEGO SEMUA NAJIS GUA,1
Game bangsat,1
Nice game,5
Dark sistemnya keterlaluan monton,1
Lag terus,1
Sikin aja yang d banyakin drak sistem nya bego dapat tim bego gapernah seimbang lawan lawannya pada jago semua monton monton hadeh,1
Mantap,5
Dapet tim kaya noobbbbb mm2 mage 2 gg m ontooon,1
Sangat plagiat,1
Karena seru,5
Good nice,5
Game nya mati suri gak uenak dima Inin nya musuhnya gak seimbang,1
SEKARANG BUKAN GAME BERKAS LAGI TAPI GAME SAMPAAAAHHHHH ... MOONTON NYA TERLALU SOMBONG,1
Saya dapet tim yg tolol trus jadi males mau main,1
Tolong di perbaiki lagi lah draf pik nya kpn setiap sy main rank pasti di satuin sm tim trol mulu dan juga knp saat bintang udh mulai naik di kasaih tim gk bener mulu tolong di perbaiki donk montoon,2
Game terburuk👎,1
Suka banget sama game nya! Bagus banget gilakk!!❤💐,5
Topup in aku 1000 dm bang,5
Saya sngat suka mobile legendes,5
Wow game ini sangat seru,5
Game nya keren,5
Tidak puas sama game ini. .udah lama main moba..tapi stiao ngpush solo selalu di kasih tim yg ngetroll..setiap melaporkan player yg melangar gk ada respon yg benar2 memberi hukuman,1
Tive banget gem nya buat saya bintang 5 deh kalo bisa 10 terlove love sama gem nya😘💐💖💖🌷,5
Kasih tim yang bener kek ga clasik ga rank barwl dpt yg ngetrol mlu gua gmna mau nikmatin ni game,1
Ok,3
apa ini kok gua afk padahal gua maen sampai selesai kok bisa gua afk emang gua afk tapi. Cuma 3. Menit awal kok gem selesai gua afk tolong benerin,1
Mantap,5
Game apa ini monton Gw selalu di beri lostrikk aja Gw juga mau honor monton😭🙃😞,2
𝙱𝚒𝚊𝚜𝚊 𝚊𝚓𝚊,1
Gamenya bagus,1
Pemberi musuh sangat tidak adil,1
good,5
Perbaiki lagi dong matching,5
Baguss sangan membantu saat bete,5
mntap,4
Gane bagus,5
Cok,3
"Lumayan,tapi ada beberapa fitur yang kurang gue suka",4
"GAME KONTYOL JARINGAN BAGUS BUAT APK YG LAIN, LU SENDIRI MERAH",1
"ngk usah donload,matchmaking nya ngk seimbang,pembagian timnya ngk seimbang",1
Nice,5
"Tolong di balas moonton, saya sudah game bermain ini dan sangat bagus tapi itu semua berubah ketika saya bermain lagi dikasih draft menang dan kalah sehingga stuck di rank tsb tolong agar memberi kemenangan 10 saja saya saja paling banyak menang 3 sampai 5 kali",2
Hebat,5
Bagus,5
"Punya masalah apa si lu ma guaaa et dah, musuh jago jago mana udahh title semuaa lah tim gua kekk tongkoll bego semuaaa anehh montott montot",1
Aku baru pertama kali main ml semoga seru,5
Game kok mati suri nggak ada 1 1 m,1
Okekeren,5
Game terbaik,5
pliss gift me skin one,5
"Knp ya aku di kasih musuh selalu pro? Pala punya kawan noob sekali kok aneh ya? Jadi tolong ya ""moonton"" jangan kasih kawan yang noob lagi agar saya bisa naik pangkat dan bisa menikmati nya ya. Maaf saya telah ngomong begitu. Saya harap ""moonton"" bisa memperbaiki semua itu ya.",3
"Match making masih ampas min banyak troll tapi fitur baru kagak keluar keluar, pliss match making betul kan lagi solo ampas mulu",2
Game tololl game anj game haram tolll anj kasih tim tu yang adil anj cape gua main 11 kali losegak pernah menang satu kalipun bener bener game haram anj,1
Selamat ya monnton gk ada bug,5
Dark systemnya dikurangin min,5
Aku Raja Carry,5
Game nya lumayan bagus cuman tolong pertambah hero gratis yg kuat selain balmond,3
Bagus,5
Ajarin kalah dong,4
Mantap,4
Seruuuu,5
It's good,5
kalo ngasih team yg Bener kntl mmk pntk,1
"Ga bisa buat main solo rank, ada aja dapat temen yang ga bisa main, ngetroll. Mohon diperbaiki lah sistem,udah serius main dapet tim jelek terus berkali kali",1
Op SD 5,5
mau ganti nama aja ribet bgt skrang,1
Ok,5
Seru bgt,5
"Permainan ini sangat seru dan sungguh jantungan saat memainkan nya game ini fmgame favorit ku deh,aku kasih 5 bintang",5
Hehe,5
Gem ini terlalu keren,3
👍,4
asslammu'alaikum bg saya kan kena keredit skor ya kan saya udh main clasik 4 tapi kok belum bisa bisa ya kya mana nih bg,3
bgus,5
Males banar main lost trik Mulu kesal,2
"Moonton gilo, pakak, andai, gilo",1
Seru banget bisa Mabar pokoknya harus download!,5
Bang tolong dong kalo kasih musuh sama tim yg seimbang 🙏,1
Seruuu,5
Good,5
Game rusak push dari jam 22 sampe jam 15 masa lose sampe 12 kali bikin orang setrs tolong di perbaiki game nya,1
Ok,5
cukup,2
Game yang bagus,5
Versi yang ini makin update makin jelek karena setelah saya update akun saya hilang dan rank saya yang tadinya epic IV jadi warior 3 tolong jika update jangan sampai hilang akunnya...,1
Nice,5
Ok,3
Good,4
Game yang slalu nemenin gabutku,5
Ok,5
nlce,5
Game jahanam,1
Keren,4
Eh moonton Tolong ya kasih tim nya yg setara Cape gw moonton,2
Game game,5
"Ni game Banyak Banget Dah Ram nya,Ram Gw 3,Gila Ni Si Game,Kurangi Tolong montod",2
"Dear moonton .. kenapa saya update versi terbaru bisa sampai 5x dan ini sangat merugikan.. sudaah paket terbuang,ngk selesai"" di update,bnyak ngelag, bnyak yg afk,dan jaringn kadang ngk stabil.. tolong jangn hanya hero dan skin saja yg di buat bagus.. jangn mikir uang saja.. mikir kenyamanan player juga dong.. sya di rugikan krna yg dari 41 mb jadi 300mb lebih bos.. INI PEMERASAN ...",2
Kerenn,4
Good,5
bang semangat bikin Mobile Legends: nya karena aku dulu suka game ini aku gak kesusahan main game ini,5
Menangin lah ton gw mau mitic su kena drak system' su,5
"Game, terburuk yg pernah gue instal, minimal kasih tim itu yg seimbang gak kek gini, udah rela top up banyakmalah game nya yg gak tau diri, tolong monton kasih tim yang setara dengan musuh.",1
Aplikasi sangat bagus,5
Mntap,5
"mantaoo, tapi aku stuck trs di master 2💀",4
Sangat seru,5
"makin di update makin reload . pas mau log in selalu ngulang"" ke menu awal lagi tampilan juga berubah musik ga ada pengaturan juga ngacak sampe bahasa udah beberapa kali update unistall install lagi tetap aja kaya gitu padahal kuota banyak",1
game nya ngga sportif....,1
Ml baik,5
Banyak plyer bocil,3
Good,4
Woy monton tolong lah yg paket game kasihan ngk masuk masuk lah,2
"Pliss lah moonton,makin ke sini malah makin gaje di masalah""JARINGAN"" pdhal aku buka apk dan game lain lancar",2
Top,5
"moonton kalo ngasi tim yang seimbang lah musuh pro pro,timnya bot bot bikin males main ni game",1
Geme ini bagus saya suka,5
bagus,5
Mantap,5
Mantal,5
Game anj kenapa ini samgat beda denagn game lain misalnya kita main tapi kalah terus bintang kita turun kek ff ff kalo kalah masih bisa dapat bintang,1
"Update terus Tapi sistem nya tetep nol besar,kaga ada perubahan cuma tampilan doang yg berubah sisanya ampas !!",1
"Dapet team nya hancur terus, team musuh GG semua",1
Up,2
Tolong lebih detail untuk orang yang mau main,1
"Berikan lawan yg setara, tim sendiri bapuk",3
Game nya bagus.....,5
Manteep,5
Musuh ngecheat,1
Mohon maaf saya kasih 1 bintang.karna agak ga jelas game nya.saya di kasih tim troll.musuh nya pada pokus dan serius. sedangkan tim gua ttrolll.maaf tolong di perbaiki lah scra normal.dan match king nya lama 2 mnt/3mnt.,1
bgs aj sih cmn kdg bkin esmosi sja,5
"Dr dlu smpe skrng g bosen di mainin nya, cmn terkadang ad bug dan slalu ngelag, tp gpp lah ya",5
we patat jangan lagi bikin dark sistem patat lanai kari melala Kalak main Ken gen kue motu,2
Mootonnn Asuyuu musuh nya faj imbang,1
no comen.,1
Ok,5
Tim gk rata beban semua main 1 vs 9 dark sistem,1
"Sangat buruk dalam merespon pelaporan player, juga penggunaan jaringan di in game kyk eek, dahal klo gak main jaringan okeyokey aja gak memperhatikan kepuasan pemain ini namanya cuma fokus diduitnya aja wkwkwkkwkkw tolol appnya",1
Seruu harus di coba,5
"Suka, tapi kadang kadang bikin stress,",5
Aku rela gak makan asal main mobile lagend,4
Monton tolol kasih tim kaya bot semua,1
Game yang sangat menarik,5
"moonton nya pilih kasih, maunya aku kalah terus🖕🖕🖕🖕🖕",1
Sistem matching buruk selalu ga sebanding Masih banyak bot,1
Ada banyak kata kata yang tidak t*x*c tapi kenapa terkena pelanggaran dan di mute? Padahal kata kata yang saya ketik tidak ada unsur berkata kasar atau rasis,1
Teyu0olo. Wesazawe. Iupolijuya,5
"DI UPDATE AN KOK GAK DI FIKS ITU YG GB MMR, YG PKE VPN,, TOLONG LAH DI FIKS ITU YG GB YG PKE VPN SEGALA MACEM, SOALNYA KAYA GK ADIL AJA",4
Bagus sih tapi mohon di perbarui aku gak bisa ganti profil,1
Game nya gk jelas sering ngelag padahal jaringan bagus,1
Sangatt menyenangkan,5
Dark montod,5
Mantap,5
sinyal😡,1
Comback is Real !,5
Game yang gak adil yang pernah gua mainin masa tim musuh udah pro banget tapi kenapa tim gua bot,1
Keren,5
Dikasih musuh yg ga seimbang,1
Game keren,5
Ini kenapa ya saya kok di kasih timnya jelek terus gimana sih game gajelas,4
Dapet tim kang trool teruss mobile legend babi..,1
Good game.,5
Game ini sangat bagus,5
"Game kocok ngasi tim tolol semua bujang kalian semua. main rank turun naik ² jadi anjeng awak main game kayk gini. heran awak, gk pernah bagus ajg lah.",1
Luar biasa,5
Gak asik lagi,1
Bagus,5
B aja,3
Agar silaturahmi tidak terputus pinjam dulu 100,5
Pertandingan gak jelas tyttd ya kali dari honor 31 turun sampe 25 mana tim gk se imbang,1
Woi lahhh moontondd hbis update season dark sistem nya trllu berlebihan..mana dikasih tim ga seimbang terus..lama2 rating ml semakin jelek Sampai sekarang pun masih sama satttt match yang gak imbang..bikin naik darahhhh,1
Montoon anj lahh kga jelass luu klo soloo ksihh timm yg bgusann dikit lahh capee gw pliss montoon perbaiki lahh lawan ama timm hrus setaraa lahh anj beut ahk kg jls lu,1
Halah bacot moonton banyak bukti kalau udah mau naik rank pasti ga jelas temennya mohon maaf apanya palingan juga tetep kek gini system nya,1
game kntol,1
Gem aneh suka keluar sendiri,1
Masa gw pas epic teman random gw lol semua gak pernah legend kan gw,1
Gamenya swru,5
Gemnya bagus sekali,5
"Seru bgt, siapa coba yang ga seru pas maen ml",5
Munton plis hapus darsistem dri player seperti kami in,3
Why xioami redmi 2 not this play in game Everyday force closee,5
ML game sampah. Lagi main serius ngasih tim yg main nya kayak orang bego... Game play paling sampah ya ML. Kalo boleh buat mode Rank 1vs1 biar kami gak dapat tim bego tolol kayak moonton,1
Game nya Mayan lah bisa buat ngehibur,5
moonton ampas matchmaking selalu ngaco gak adil dapat tim kek sampah tapi lawan bukan main. minimal kasih seimbang lah ampas moonton,1
"Game asu ,game judi,game cheater,game pembawa sial petaka dan dosa",1
Meta ngak imbang,4
Mm bang,5
Bagus,4
"Woi moonton kalo gw maen selalu dapet bot,musuh nya hebat semua moonton gak adil",1
Nice,5
"Ini game cuma ngabisin waktu ajh masa jaringa bagus dikasi jelek Ama gamenya pokoknya ini game gak usah di download bagi yg masih bisa baca ulasan saya supaya nggak stres kayak saya main game bug,curang, dan pemilik game nya ga mau banget ngalah Ama playernya di kasih kek kemudahan jangan malah dikasi kesusahan , gak usah pilih kasi antara player wifi Ama yang pake data pokoknya yang masih bisa ulasan saya semoga selamat dan jangan download yh teman temen ini tuh game rusak makasih.....",1
"Monton asu GK adil ngasih tim yang jelek""mulu",1
Bugus juga sih permainan ml nya ♥️♥️,5
Game yang bagus,5
Bagus,5
Nice game perfectly,5
Ini sangat bagus,5
Gak bsa ngmng apa2. No komen,5
Gg geming ngak ges,5
Keren sih tapi pas war ngelag padahal sinyal bagus,5
Ok,5
Ok,5
Game nya udah bagus tapi akun saya yang ke ban udah saya buang semua nya dan udah saya ganti tapi tidak bisa tetep masuk ke akun yang ke ban malahan moga moga bisa di perbaiki,1
Mantab,5
Selalu dapat team yg bodoh terus capek main y,1
Mantabbb,5
Sistem ke TAI,1
Saya sudah lejen 1 bintang 5 tapi selalu dikit lagi mencpain mytik tapi selalu bertemu dengan musuh yg sudah mytik honor,1
Pils sikn gratis,5
Heehh Monton Kuntul jangan Kau Jual Beli Cit Map Hack. jangan Kau Kecewakan Player Sejati di ML. mau u ancurin Game ini?,2
OK,5
GAME MANTAPPP,5
Keren banget cuy,5
ML selalu dihati,5
"Saya suka main ml tpi knp orng"" di ml sering ngomong kasar saya jdi malas untuk bermain terlebih ketika saya membalas kata"" mereka bukan mereka yng kena peringatan malah saya bahkan perkataan saya tidak sekasar mereka",5
game tai,1
monton babi beri lah tim yang sepadan dengan musuh masa tim bego musuhnya yg mantan gloryy,1
Ok,5
Mendingan ml di hapus aja kita ra maikan ff gua kasih bintang satu aja lagian ga seru juga,1
Kenapa saya suka keluar sendiri tolonglah moonton,2
Sangat ngelek,1
Gfaafaf,5
Semoga next update gak begitu makan memori,5
Tim Dasan Babin lawan Dasan gemen apa ini tolol,1
"Game haram,kalo sebintang lagi naik ke tingkat rank baru,suka di kasih dark sistem Mulu,kadang main sama epik padahal gua gak Mabar sama epik dan gua ranknya legend,dasar game haram bikin stresssss",1
Game nya seru tapi kenapa moonton kalo ngasih musuh itu yang susah susah sih,3
Semakin kesini semakin seru lanjutkan moonton,5
Ok,5
Karna makin susah,3
Aku maunmain ini,4
Ok,5
Naice,5
Mantap dah itu aja,4
tolong lebih di maksimalkan,4
Moonton tolong dong turunin download data buat di hp ram 1/2 biar gk ngeframe Padahal hpnya Udh pke data ml lite tetep aja download data lgi digamenya tolong dong moonton agar selalu respect kepada orang yang hanya mempunyai hp diram 1/2 min tolong kasih solusinya selain ganti hp,1
Nicee,5
Lebih hd seru bnyak event sayang nya gak bisa main rank master sama epic sih kalo bisa mantep,4
Ok,5
game nya bagus banget,5
Bagus,5
game baguss,5
Gem ini sangat bagus,5
Bagus,5
Gege walaupun sering ketemu drak sistem,5
Best,5
Game yang sangat keren,5
Gem nya bagus tapi kenapa nonton ngasih aku dari sistem terusssssss,1
Mantap,5
Josss,5
Sangat bagus,4
mantap gane nya,5
